age	status	sex	orientation	body_type	diet	drinks	drugs	education	ethnicity	height	income	job	location	offspring	pets	smokes	speaks
44	single	m	straight	athletic		socially	never	graduated from law school	other	69	150000	hospitality / travel	"oakland, california"	doesn't want kids	likes dogs and likes cats	no	"english, spanish"
39	single	m	straight	athletic	mostly anything	socially		graduated from college/university	white	69	80000	other	"oakland, california"	"doesn't have kids, but might want them"		no	"english, spanish"
25	single	f	straight	athletic	anything		never	graduated from college/university		67	30000	clerical / administrative	"san francisco, california"	doesn't have kids	has dogs and likes cats	no	english
30	single	f	straight	overweight	strictly anything	not at all	never	graduated from college/university	asian	63	20000	other	"san bruno, california"	"doesn't have kids, and doesn't want any"	has dogs and has cats	yes	english
24	single	m	straight	athletic		often	sometimes	dropped out of space camp	"black, native american"	70	20000	artistic / musical / writer	"san francisco, california"			no	english
26	single	m	straight	average	mostly anything	often		graduated from two-year college	white	72	50000	hospitality / travel	"martinez, california"	"doesn't have kids, but wants them"	likes dogs and has cats	when drinking	"english (fluently), french (poorly)"
26	single	m	gay	a little extra	mostly anything	rarely	never		white	71	20000	computer / hardware / software	"belmont, california"	doesn't want kids	likes dogs and likes cats	no	english (fluently)
31	single	m	straight	average		socially	never		"white, other"	69	40000	sales / marketing / biz dev	"castro valley, california"	has a kid		no	english (fluently)
22	single	m	straight	a little extra		rarely	sometimes	working on two-year college	"black, other"	77	20000	student	"san pablo, california"			no	english (fluently)
54	single	f	straight			socially	never	graduated from high school	white	63	100000	executive / management	"oakland, california"		likes dogs and likes cats	no	english (fluently)
22	single	f	straight	average	mostly anything	socially	never	working on college/university	hispanic / latin	64	20000	student	"berkeley, california"	"doesn't have kids, but might want them"	has dogs	no	"english (fluently), spanish (fluently), italian (okay), french (poorly), japanese (poorly)"
31	single	m	straight	average		socially	sometimes	graduated from masters program	white	69	50000	construction / craftsmanship	"san leandro, california"	has kids	has dogs	when drinking	english
55	single	m	straight	thin	anything		sometimes	graduated from two-year college	black	70	20000	transportation	"oakland, california"	has a kid	likes dogs and likes cats	trying to quit	english
23	single	m	straight	fit	mostly vegetarian	rarely	never	working on two-year college	white	70	20000	unemployed	"san francisco, california"	"doesn't have kids, but wants them"	likes dogs and likes cats	trying to quit	english (fluently)
46	single	m	straight	athletic		socially	never	graduated from college/university	white	74	80000	banking / financial / real estate	"san anselmo, california"		likes dogs and likes cats	no	english (fluently)
33	single	m	straight	fit	strictly vegetarian	rarely	never	graduated from masters program		68	100000	science / tech / engineering	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), czech (fluently), c++ (fluently), lisp (fluently)"
30	single	m	bisexual	athletic		rarely	never	graduated from college/university	asian	70	60000	science / tech / engineering	"oakland, california"		dislikes dogs and likes cats	when drinking	"english, hindi"
22	single	m	straight			rarely	never	working on college/university	hispanic / latin	68	20000	other	"san leandro, california"			no	"english (fluently), spanish (fluently)"
42	available	m	straight			rarely	never	dropped out of masters program	white	71	50000	artistic / musical / writer	"oakland, california"	doesn't want kids	likes dogs and likes cats	no	"english (fluently), spanish (poorly)"
54	single	m	straight	average	mostly anything	socially	never	graduated from college/university	white	70	100000	executive / management	"oakland, california"	has kids		no	"english (fluently), french (okay)"
32	single	f	bisexual	average		often	never	working on ph.d program	white	66	1000000	student	"stanford, california"		has dogs and likes cats	no	"english (fluently), french (okay), german (okay)"
29	single	m	straight			socially		graduated from college/university		71	40000	political / government	"san francisco, california"		likes dogs and likes cats	when drinking	"english, hebrew (poorly), spanish (okay)"
23	single	f	straight	a little extra	mostly anything	socially	never	graduated from high school	other	68	20000	other	"hayward, california"		likes dogs	no	english (fluently)
31	single	f	straight	average	mostly anything	socially	never	graduated from college/university	white	73	30000	law / legal services	"oakland, california"	might want kids	has dogs and likes cats	no	"english (fluently), spanish (okay)"
31	single	m	straight	fit	strictly anything	often	sometimes	graduated from college/university	white	70	100000	artistic / musical / writer	"san francisco, california"		likes dogs and likes cats	yes	"english (fluently), bulgarian (okay)"
43	single	f	straight	thin	mostly vegan	socially		graduated from two-year college	other	64	20000	artistic / musical / writer	"san francisco, california"	doesn't have kids		no	"english (fluently), german (okay), spanish (okay)"
28	single	m	straight	athletic		socially	never	graduated from masters program		72	80000		"san francisco, california"			no	english
24	single	f	gay	thin		often	never	working on college/university	white	65	30000	hospitality / travel	"oakland, california"		has dogs and has cats	yes	"english (fluently), german (okay)"
28	single	m	straight	athletic	strictly anything	socially	sometimes	graduated from college/university	white	74	100000	other	"oakland, california"	doesn't have kids		when drinking	"english (fluently), spanish (okay)"
28	single	m	straight	athletic	strictly other	socially	never		"asian, hispanic / latin, other"	71	30000	hospitality / travel	"san francisco, california"		likes dogs and likes cats		english (fluently)
32	single	m	straight	average	mostly anything	socially	sometimes		white	70	40000	construction / craftsmanship	"oakland, california"	has kids		trying to quit	english
28	single	f	straight	skinny	mostly vegetarian	rarely		graduated from college/university	white	67	30000	clerical / administrative	"oakland, california"	doesn't have kids	has dogs	yes	english
26	single	f	gay	athletic	strictly anything	socially	never	graduated from college/university		67	1000000	hospitality / travel	"oakland, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	no	english
30	single	m	straight		mostly anything	socially	never	graduated from college/university		68	150000	executive / management	"san francisco, california"	"doesn't have kids, and doesn't want any"		no	english (fluently)
28	single	f	straight	curvy	mostly anything	socially	never	graduated from college/university	white	66	30000	sales / marketing / biz dev	"oakland, california"	"doesn't have kids, but might want them"	likes dogs and has cats	when drinking	"english, french (okay)"
49	single	m	bisexual	average		rarely	never	graduated from college/university	black	68	50000	science / tech / engineering	"oakland, california"	has a kid	likes dogs and likes cats	no	english
41	single	m	straight	average	strictly anything	socially	never	graduated from college/university	white	73	70000	artistic / musical / writer	"oakland, california"	"has a kid, and might want more"	likes dogs and likes cats	no	"english (fluently), french (poorly)"
30	seeing someone	m	straight	average	mostly anything	socially	never	dropped out of college/university	asian	73	100000	sales / marketing / biz dev	"emeryville, california"	doesn't have kids	has dogs	no	english (fluently)
47	single	m	straight	fit	strictly anything	socially	never	graduated from masters program	pacific islander	67	80000	construction / craftsmanship	"oakland, california"	has kids	has dogs		english
